Test1	x1^2.x2^2	x2^2	x1^2	Test2	Value
0.5927399999999999	0.04336959982462981	0.12344029281686864	0.3513407075999999	-0.7405	0.0
-0.17339000000000002	2.7173418635032787e-05	0.0009038496337972827	0.030064092100000005	0.6995600000000001	1.0
-0.28283	0.0005118619432904891	0.006398849475711922	0.07999280890000002	0.47295	1.0
-0.69758	0.11522961845306996	0.23679693816733102	0.4866178564	0.041667	0.0
0.13767000000000001	6.808255953269815e-06	0.0003592173044842354	0.018953028900000005	0.57529	1.0
0.46601000000000004	0.010241685071393811	0.04716077625413548	0.21716532010000003	-0.53582	1.0
0.82316	0.31110396842680743	0.4591314410230991	0.6775923856	0.27558	0.0
0.96141	0.7896812211630176	0.8543474752060811	0.9243091881	0.085526	0.0
-0.4038	0.004335087698497295	0.0265867504037136	0.16305444	0.70687	0.0
-0.62846	0.06161207657031367	0.15599495901015922	0.3949619716	0.33405999999999997	1.0
0.89804	0.5245345351049171	0.6504032830844281	0.8064758415999999	-0.20686999999999997	0.0
0.8289200000000001	0.3243961639484908	0.4721179071768769	0.6871083664000002	-0.5212	0.0
0.8634799999999999	0.41448965632882573	0.555915945753722	0.7455977103999999	-0.082602	0.0
-0.17339000000000002	2.7173418635032787e-05	0.0009038496337972827	0.030064092100000005	0.6483899999999999	1.0
1.0709	1.5083200752386994	1.3152117321347758	1.1468268099999999	0.10015	0.0
-0.21370999999999998	9.526844264979293e-05	0.0020859283047516878	0.04567196409999999	0.69225	1.0
0.54666	0.026687247425982302	0.08930364556709862	0.2988371556	0.48757	1.0
-0.23675	0.00017609212163242257	0.0031416655565664055	0.05605056249999999	-0.6381600000000001	0.0
0.44297	0.007555198663867967	0.03850323846385675	0.19622242089999997	0.67032	1.0
-0.60541	0.04923767545948442	0.13433783996963208	0.3665212681	0.59722	1.0
0.60426	0.048679160291780064	0.13332002468639778	0.3651301476	0.59722	0.0
0.10311	1.2017239625159824e-06	0.00011303245164191836	0.010631672099999998	0.7799699999999999	0.0
0.38537	0.003275423178564472	0.022055231060039364	0.1485100369	-0.56506	1.0
0.6388199999999999	0.06796276301162517	0.16653825807801678	0.4080909923999999	0.8896200000000001	0.0
0.92684	0.6339114718596021	0.737936639509627	0.8590323856	0.3633	0.0
-0.13882	7.156690572245484e-06	0.00037137114808085775	0.0192709924	-0.27266	1.0
-0.09274199999999999	6.36295341794722e-07	7.397855246410027e-05	0.008601078563999998	0.5533600000000001	1.0
0.22408000000000003	0.00012659558934201184	0.002521229518897194	0.05021184640000001	0.7799699999999999	0.0
-0.23675	0.00017609212163242257	0.0031416655565664055	0.05605056249999999	-0.21418	1.0
0.5754600000000001	0.03631540134973922	0.10966311186041763	0.3311542116000001	0.26827	1.0
-0.52477	0.020884014988695392	0.07583610120782706	0.27538355289999994	0.2098	1.0
0.062788	6.127169541299202e-08	1.5541989041347704e-05	0.0039423329439999995	-0.16301	1.0
0.61578	0.05451970229844455	0.14378127059530804	0.37918500839999997	0.7288	0.0
